path,name,usagov
/US FEDERAL GOVERNMENT/[usagov] National Institute of Occupational Safety and Health,[usagov] National Institute of Occupational Safety and Health,"{'name': 'National Institute of Occupational Safety and Health', 'description': 'The National Institute for Occupational Safety and Health (NIOSH) conducts research and makes recommendations for the prevention of work-related injury and illness.', 'website': [{'link': 'https://www.cdc.gov/niosh/', 'title': 'National Institute of Occupational Safety and Health'}], 'contact': [{'link': 'https://www.cdc.gov/niosh/contact/default.html', 'title': ''}, {'link': 'https://www.cdc.gov/niosh/contact/default.html', 'title': 'Contact the National Institute of Occupational Safety and Health'}], 'toll-free_number': ['1-800-CDC-INFO (1-800-232-4636)'], 'tty': ['1-888-232-6348'], 'main_address': ['395 E St., SW', 'Suite 9200', 'Washington,', 'DC', '20201']}"
/US FEDERAL GOVERNMENT/[usagov] National Institute of Neurological Disorders and Stroke,[usagov] National Institute of Neurological Disorders and Stroke,"{'name': 'National Institute of Neurological Disorders and Stroke', 'description': ""The National Institute of Neurological Disorders and Stroke investigates the causes, prevention, diagnosis and treatment of neurological diseases such as cerebral palsy, Parkinson's disease, multiple sclerosis, autism, and stroke."", 'website': [{'link': 'https://www.ninds.nih.gov/', 'title': 'National Institute of Neurological Disorders and Stroke'}], 'contact': [{'link': 'https://www.ninds.nih.gov/contact-us', 'title': ''}, {'link': 'https://www.ninds.nih.gov/contact-us', 'title': 'Contact Form'}], 'toll-free_number': ['1-800-352-9424'], 'main_address': ['PO Box 5801', 'Bethesda,', 'MD', '20824']}"
/US FEDERAL GOVERNMENT/[usagov] National Institute of Mental Health,[usagov] National Institute of Mental Health,"{'name': 'National Institute of Mental Health', 'description': 'The National Institute of Mental Health conducts and supports research that seeks to understand, treat, and prevent mental illness.', 'website': [{'link': 'https://www.nimh.nih.gov/index.shtml', 'title': 'National Institute of Mental Health (NIMH)'}], 'contact': [{'link': 'https://www.nimh.nih.gov/site-info/contact-nimh.shtml', 'title': ''}, {'link': 'https://www.nimh.nih.gov/site-info/contact-nimh.shtml', 'title': 'Contact the National Institute of Mental Health'}], 'phone_number': ['1-301-443-4513'], 'toll-free_number': ['1-866-615-6464'], 'tty': ['1-301-443-8431', '1-866-415-8051'], 'email': [{'link': 'mailto:nimhinfo@nih.gov', 'title': ''}, {'link': 'mailto:nimhinfo@nih.gov', 'title': ''}], 'main_address': ['National Institutes of Health (NIH)', '6001 Executive Blvd.', 'Room 8184, MSC 9663', 'Bethesda,', 'MD', '20892-9663']}"
/US FEDERAL GOVERNMENT/[usagov] National Institute of Justice,[usagov] National Institute of Justice,"{'name': 'National Institute of Justice', 'description': 'The National Institute of Justice is dedicated to improving knowledge and understanding of crime and justice issues through science.', 'website': [{'link': 'https://nij.ojp.gov/contact', 'title': 'National Institute of Justice'}], 'contact': [{'link': 'https://nij.ojp.gov/contact', 'title': ''}, {'link': 'https://nij.ojp.gov/contact', 'title': 'Contact the National Institute of Justice'}], 'phone_number': ['1-202-307-2942'], 'main_address': ['810 Seventh St., NW', 'Washington,', 'DC', '20531']}"
/US FEDERAL GOVERNMENT/[usagov] National Institute of Food and Agriculture,[usagov] National Institute of Food and Agriculture,"{'name': 'National Institute of Food and Agriculture', 'description': 'The National Institute of Food and Agriculture is a research and grant-making organization focused on agriculture.', 'website': [{'link': 'http://www.nifa.usda.gov', 'title': 'National Institute of Food and Agriculture'}], 'contact': [{'link': 'https://nifa.usda.gov/contact-us', 'title': ''}, {'link': 'https://nifa.usda.gov/contact-us', 'title': 'Contact the National Institute of Food and Agriculture'}], 'phone_number': ['1-202-720-4651'], 'find_an_office_near_you': [{'link': 'https://nifa.usda.gov/land-grant-colleges-and-universities-partner-website-directory', 'title': 'Find local extension offices'}, {'link': 'https://nifa.usda.gov/visit-nifa', 'title': 'Visit the\xa0National Institute of Food and Agriculture'}], 'main_address': ['Mailing Address:', '1400 Independence Ave., SW', 'Mail Stop 2201', 'Washington,', 'DC', '20250-2201']}"
/US FEDERAL GOVERNMENT/[usagov] National Institute of Diabetes and Digestive and Kidney Diseases,[usagov] National Institute of Diabetes and Digestive and Kidney Diseases,"{'name': 'National Institute of Diabetes and Digestive and Kidney Diseases', 'description': 'The National Institute of Diabetes and Digestive and Kidney Diseases supports the research of diabetes, digestive diseases, kidney diseases, and more.', 'website': [{'link': 'https://www.niddk.nih.gov/', 'title': 'National Institute of Diabetes and Digestive and Kidney Diseases'}], 'contact': [{'link': 'https://www.niddk.nih.gov/about-niddk/contact-us', 'title': ''}, {'link': 'https://www.niddk.nih.gov/about-niddk/contact-us', 'title': 'Contact Form'}], 'toll-free_number': ['1-800-860-8747'], 'tty': ['1-866-569-1162'], 'email': [{'link': 'mailto:healthinfo@niddk.nih.gov', 'title': ''}, {'link': 'mailto:healthinfo@niddk.nih.gov', 'title': ''}], 'main_address': ['31 Center Drive, MSC 2560', 'Building 31, room 9A04', 'Bethesda,', 'MD', '20892']}"
/US FEDERAL GOVERNMENT/[usagov] National Institute of Deafness and Other Communication Disorders,[usagov] National Institute of Deafness and Other Communication Disorders,"{'name': 'National Institute of Deafness and Other Communication Disorders', 'description': 'The National Institute of Deafness and Other Communication Disorders supports biomedical and behavioral research on hearing, balance, smell, taste, voice, speech and language.', 'website': [{'link': 'https://www.nidcd.nih.gov/', 'title': 'National Institute on Deafness and Other Communication Disorders'}], 'toll-free_number': ['1-800-241-1044'], 'tty': ['1-800-241-1055'], 'email': [{'link': 'mailto:nidcdinfo@nidcd.nih.gov', 'title': ''}, {'link': 'mailto:nidcdinfo@nidcd.nih.gov', 'title': ''}], 'main_address': ['31 Center Drive, MSC 2320', 'Bethesda,', 'MD', '20892-2320']}"
/US FEDERAL GOVERNMENT/[usagov] National Institute of Corrections,[usagov] National Institute of Corrections,"{'name': 'National Institute of Corrections', 'description': 'The National Institute of Corrections gives training, technical assistance, and information services to federal, state, and local corrections facilities.', 'website': [{'link': 'https://nicic.gov/', 'title': 'National Institute of Corrections'}], 'contact': [{'link': 'https://nicic.gov/form/contact-nic-staff', 'title': 'Contact the National Institute of Corrections'}, {'link': 'https://nicic.gov/training', 'title': 'Contact the National Institute of Corrections Training Center'}], 'phone_number': ['1-202-307-3106'], 'toll-free_number': ['1-800-995-6423'], 'main_address': ['320 First St., NW', 'Washington,', 'DC', '20543']}"
"/US FEDERAL GOVERNMENT/[usagov] National Institute of Arthritis, Musculoskeletal and Skin Diseases","[usagov] National Institute of Arthritis, Musculoskeletal and Skin Diseases","{'name': 'National Institute of Arthritis, Musculoskeletal and Skin Diseases', 'description': 'The National Institute of Arthritis and Musculoskeletal and Skin Diseases supports research into the causes, treatment, and prevention of arthritis, musculoskeletal, and skin diseases.', 'website': [{'link': 'https://www.niams.nih.gov/', 'title': 'National Institute of\xa0Arthritis, Musculoskeletal and Skin Diseases'}], 'contact': [{'link': 'https://www.niams.nih.gov/about/contact-us', 'title': 'Contact the National Institute of Arthritis, Musculoskeletal and Skin Diseases'}, {'link': 'https://www.niams.nih.gov/about/directory', 'title': 'Staff Phone Directory'}], 'phone_number': ['1-301-495-4484'], 'toll-free_number': ['1-877-22-NIAMS (1-877-226-4267)'], 'tty': ['1-301-565-2966'], 'email': [{'link': 'mailto:NIAMSinfo@mail.nih.gov', 'title': ''}, {'link': 'mailto:NIAMSinfo@mail.nih.gov', 'title': ''}], 'find_an_office_near_you': [{'link': 'https://www.clinicaltrials.gov/', 'title': ''}, {'link': 'https://www.clinicaltrials.gov/', 'title': 'Find Clinical Trials'}], 'main_address': ['1 AMS Circle', 'Bethesda,', 'MD', '20892-3675']}"
/US FEDERAL GOVERNMENT/[usagov] National Institute of Allergy and Infectious Diseases,[usagov] National Institute of Allergy and Infectious Diseases,"{'name': 'National Institute of Allergy and Infectious Diseases', 'description': 'NIAID provides health information on allergic, infectious, and immunologic diseases. Diseases include food allergy, sinusitis, and genital herpes. Consumers can call or write to the institute with questions and can order publications over the phone or on the Web site.', 'website': [{'link': 'http://www.niaid.nih.gov', 'title': 'National Institute of Allergy and Infectious Diseases (NIAID)'}], 'phone_number': ['(301) 496-5717'], 'toll-free_number': ['1-866-284-4107'], 'tty': ['1-800-877-8339'], 'email': [{'link': 'mailto:ocpostoffice@niaid.nih.gov', 'title': ''}, {'link': 'mailto:ocpostoffice@niaid.nih.gov', 'title': ''}], 'main_address': ['5601 Fishers Lane', 'MSC 9806', 'Bethesda,', 'MD', '20892-9806']}"
/US FEDERAL GOVERNMENT/[usagov] National Indian Gaming Commission,[usagov] National Indian Gaming Commission,"{'name': 'National Indian Gaming Commission', 'description': 'The National Indian Gaming Commission is a regulatory body that oversees some aspects of gaming on Indian lands, often complementing the work of Indian regulators.', 'website': [{'link': 'https://www.nigc.gov/', 'title': 'National Indian Gaming Commission'}], 'contact': [{'link': 'https://www.nigc.gov/commission/contact-nigc/', 'title': ''}, {'link': 'https://www.nigc.gov/commission/contact-nigc/', 'title': 'Contact the National Indian Gaming Commission'}], 'phone_number': ['1-202-632-7003'], 'email': [{'link': 'mailto:contactus@nigc.gov', 'title': ''}, {'link': 'mailto:contactus@nigc.gov', 'title': ''}], 'find_an_office_near_you': [{'link': 'https://www.nigc.gov/compliance/regional-offices', 'title': ''}, {'link': 'https://www.nigc.gov/compliance/regional-offices', 'title': 'Regional Offices'}], 'main_address': ['1849 C St., NW', 'Mail Stop 1621', 'Washington,', 'DC', '20240']}"
/US FEDERAL GOVERNMENT/[usagov] National Highway Traffic Safety Administration,[usagov] National Highway Traffic Safety Administration,"{'name': 'National Highway Traffic Safety Administration', 'description': 'The National Highway Traffic Safety Administration investigates safety defects in motor vehicles, sets and enforces fuel economy standards, helps states and local communities reduce the threat of drunk drivers, promotes the use of safety belts, child safety seats and air bags, investigates odometer fraud, establishes and enforces vehicle anti-theft regulations, conducts research on driver behavior and traffic safety, and provides consumer information on motor vehicle safety topics.', 'website': [{'link': 'https://www.nhtsa.gov', 'title': 'National Highway Traffic Safety Administration'}], 'contact': [{'link': 'http://www.nhtsa.gov/Contact', 'title': 'Contact the National Highway Traffic Safety Administration'}, {'link': 'https://www.nhtsa.gov/report-a-safety-problem', 'title': 'Report a Vehicle Safety Complaint'}], 'phone_number': ['1-202-366-4000 (Department of Transportation Switchboard)'], 'toll-free_number': ['1-888-327-4236'], 'tty': ['1-800-424-9153'], 'find_an_office_near_you': [{'link': 'https://www.nhtsa.gov/equipment/car-seats-and-booster-seats#installation-help-inspection', 'title': ''}, {'link': 'https://www.nhtsa.gov/equipment/car-seats-and-booster-seats#installation-help-inspection', 'title': 'Child Car Seat Fitting Station Locator'}], 'main_address': ['1200 New Jersey Ave., SE', 'West Building', 'Washington,', 'DC', '20590']}"
"/US FEDERAL GOVERNMENT/[usagov] National Heart, Lung, and Blood Institute","[usagov] National Heart, Lung, and Blood Institute","{'name': 'National Heart, Lung, and Blood Institute', 'description': 'The National Heart, Lung, and Blood Institute provides training, and education programs to promote the prevention and treatment of heart, lung, and blood diseases to enhance the health of all individuals.', 'website': [{'link': 'https://www.nhlbi.nih.gov/', 'title': 'National Heart, Lung and Blood Institute (NHLBI)'}], 'contact': [{'link': 'https://www.nhlbi.nih.gov/about/contact', 'title': ''}, {'link': 'https://www.nhlbi.nih.gov/about/contact', 'title': 'Contact the National Heart, Lung, and Blood Institute'}], 'phone_number': ['1-301-592-8573'], 'tty': ['1-240-629-3255'], 'email': [{'link': 'mailto:nhlbiinfo@nhlbi.nih.gov', 'title': ''}, {'link': 'mailto:nhlbiinfo@nhlbi.nih.gov', 'title': ''}], 'main_address': ['31 Center Dr.', 'P.O. Box 30105', 'Bethesda,', 'MD', '20824-0105']}"
/US FEDERAL GOVERNMENT/[usagov] National Health Information Center,[usagov] National Health Information Center,"{'name': 'National Health Information Center', 'description': 'The National Health Information Center helps connect health professionals and consumers to the organizations that can best answer their questions by providing up-to-date contact information for the most reliable resources.', 'website': [{'link': 'https://health.gov/our-work/health-literacy/resources/national-health-information-center', 'title': 'National Health Information Center (NHIC)'}], 'contact': [{'link': 'https://health.gov/node/161', 'title': ''}, {'link': 'https://health.gov/node/161', 'title': 'Contact the\xa0National Health Information Center'}], 'email': [{'link': 'mailto:info@nhic.org', 'title': ''}, {'link': 'mailto:info@nhic.org', 'title': ''}], 'main_address': ['1101 Wooten Parkway', 'Suite LL100', 'Rockville,', 'MD', '20852']}"
